Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,accom_type,London_or_out,Flow,Age,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education or Other,Holiday,VFF
EU,4-13 days,250-500 GBP,1,0,1.0,7,3,7,Holiday,0.0,0.0,0.6857539682539682,0.3142460317460317
EU,4-13 days,0-250 GBP,0,0,1.0,4,3,7,VFF,0.0,0.0,0.12184934207341294,0.8781506579265871
UK,4-13 days,250-500 GBP,0,0,1.0,7,3,7,VFF,0.0,0.0,0.0,1.0
Non-EU Europe,,0-250 GBP,1,0,1.0,6,3,3,Business or Work,1.0,0.0,0.0,0.0
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,0,0,1.0,2,4,4,VFF,0.0,0.0,0.55,0.45
EU,1-3 days,500-1000 GBP,1,0,1.0,5,4,3,Business or Work,0.9271282033183024,0.0,0.07287179668169774,0.0
UK,4-13 days,250-500 GBP,0,0,1.0,4,4,7,VFF,0.0,0.0,0.2555555555555556,0.7444444444444445
Asia,4-13 days,500-1000 GBP,1,0,1.0,5,4,6,Holiday,0.0,0.0,1.0,0.0
Asia,1-3 days,1000-5000 GBP,1,0,1.0,6,4,3,Business or Work,0.6707142857142856,0.016666666666666666,0.06666666666666667,0.24595238095238092
UK,4-13 days,250-500 GBP,0,0,1.0,6,4,7,VFF,0.02222222222222222,0.0,0.0,0.9777777777777779
Asia,,0-250 GBP,0,0,1.0,6,4,4,VFF,0.175,0.0,0.0,0.825
Asia,14-27 days,1000-5000 GBP,0,0,1.0,6,4,5,VFF,0.0,0.0,0.29357142857142854,0.7064285714285714
UK,4-13 days,1000-5000 GBP,0,0,1.0,6,1,6,VFF,0.17857142857142855,0.0,0.0,0.8214285714285714
EU,1-3 days,0-250 GBP,2,0,1.0,4,1,7,Holiday,0.0305262703861102,0.04892439431913116,0.7937229395953652,0.1268263956993934
EU,1-3 days,250-500 GBP,1,0,1.0,4,1,7,Holiday,0.04467126029032179,0.00538899430740038,0.8264404928610268,0.12349925254125083
UK,4-13 days,0-250 GBP,0,0,1.0,4,1,5,VFF,0.0,0.11206763996237681,0.1541231867547657,0.7338091732828576
UK,1-3 days,0-250 GBP,0,0,1.0,5,1,7,VFF,0.052536935847181734,0.0,0.0,0.9474630641528183
EU,4-13 days,250-500 GBP,1,0,1.0,5,1,4,Holiday,0.06666666666666667,0.004166666666666667,0.575,0.35416666666666663
EU,4-13 days,0-250 GBP,0,0,1.0,8,1,1,VFF,0.0,0.0,0.06333333333333332,0.9366666666666665
UK,1-3 days,0-250 GBP,0,0,1.0,4,1,7,VFF,0.0,0.015142707771797248,0.06493553299447709,0.9199217592337255
EU,4-13 days,0-250 GBP,1,0,1.0,6,1,3,Holiday,0.4666666666666667,0.0,0.19666666666666668,0.33666666666666667
Asia,4-13 days,0-250 GBP,1,0,1.0,4,1,7,VFF,0.0,0.0,0.8,0.2
Non-EU Europe,1-3 days,0-250 GBP,1,0,1.0,2,1,6,Holiday,0.05382894736842105,0.1,0.7803815789473684,0.06578947368421054
EU,1-3 days,0-250 GBP,1,0,1.0,5,1,7,Business or Work,0.08325167972120032,0.016657854723892456,0.6346076371476772,0.26548282840723003
EU,4-13 days,0-250 GBP,0,0,1.0,4,1,5,Holiday,0.018651748827577825,0.021606723172020715,0.1896781933987962,0.7700633346016053
EU,4-13 days,250-500 GBP,0,0,1.0,5,1,4,VFF,0.0,0.0,0.42173160173160174,0.5782683982683983
EU,1-3 days,250-500 GBP,1,0,1.0,5,1,7,VFF,0.07275514303295716,0.009572606953702508,0.7129334624468978,0.2047387875664425
EU,1-3 days,0-250 GBP,0,0,1.0,6,1,6,VFF,0.08283790435870779,0.0,0.15877498574772606,0.758387109893566
EU,1-3 days,0-250 GBP,0,0,1.0,4,1,7,VFF,0.012038983293127881,0.011003654714730937,0.23303078716870917,0.7439265748234319
EU,1-3 days,0-250 GBP,0,0,1.0,2,1,7,VFF,0.0,0.0,0.2659958877954292,0.7340041122045708
EU,1-3 days,500-1000 GBP,1,0,1.0,4,1,7,Holiday,0.09815786379310501,0.0,0.798971061033809,0.10287107517308594
UK,1-3 days,0-250 GBP,0,0,1.0,6,1,6,VFF,0.0,0.0,0.0902357678534149,0.9097642321465852
EU,1-3 days,500-1000 GBP,1,0,1.0,5,4,2,Business or Work,0.8547041481909904,0.09082722832722832,0.05446862348178137,0.0
UK,,0-250 GBP,1,0,1.0,8,4,4,Holiday,0.175,0.014285714285714285,0.5971428571428572,0.21357142857142858
Non-EU Europe,1-3 days,250-500 GBP,1,0,1.0,7,4,3,Business or Work,0.0,0.0,1.0,0.0
Non-EU Europe,4-13 days,500-1000 GBP,1,0,1.0,7,4,7,Holiday,0.0,0.23555555555555557,0.7644444444444445,0.0
EU,1-3 days,0-250 GBP,1,0,1.0,6,4,2,Business or Work,0.7362813656931305,0.0,0.19553608156549335,0.06818255274137627
Asia,4-13 days,0-250 GBP,1,0,1.0,5,4,1,Business or Work,0.7,0.0,0.3,0.0
Asia,4-13 days,1000-5000 GBP,2,0,1.0,4,4,6,Holiday,0.5,0.0,0.2333333333333333,0.26666666666666666
EU,4-13 days,500-1000 GBP,1,0,1.0,2,6,5,Holiday,0.11428571428571428,0.0,0.7857142857142857,0.1
EU,14-27 days,500-1000 GBP,0,0,1.0,6,6,5,VFF,0.2,0.16666666666666666,0.0,0.6333333333333334
UK,4-13 days,0-250 GBP,0,0,1.0,6,6,7,VFF,0.0,0.0,0.0,1.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,7,1,Holiday,0.23385536032594856,0.0,0.7661446396740514,0.0
UK,4-13 days,1000-5000 GBP,0,0,1.0,6,7,1,VFF,0.0,0.0,0.13333333333333333,0.8666666666666666
Asia,14-27 days,1000-5000 GBP,0,0,1.0,5,7,3,VFF,0.4666666666666666,0.0,0.1,0.4333333333333333
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,0,0,1.0,7,7,1,VFF,0.22333333333333333,0.0,0.33666666666666667,0.44000000000000006
UK,14-27 days,1000-5000 GBP,0,0,1.0,6,7,5,VFF,0.0,0.2733333333333333,0.0,0.7266666666666667
North America,4-13 days,1000-5000 GBP,1,0,1.0,7,7,2,Business or Work,0.6360317460317461,0.0,0.17317460317460318,0.1907936507936508
North America,14-27 days,1000-5000 GBP,1,0,1.0,6,7,1,Business or Work,0.4616666666666667,0.0,0.5383333333333333,0.0
North America,1-3 days,500-1000 GBP,1,0,1.0,6,7,6,Business or Work,0.5466666666666666,0.1,0.35333333333333333,0.0
Asia,14-27 days,1000-5000 GBP,0,0,1.0,7,7,4,VFF,0.0,0.0,0.0,1.0
UK,4-13 days,1000-5000 GBP,1,0,1.0,7,7,2,Business or Work,0.6,0.1,0.1,0.2
Asia,1-3 days,250-500 GBP,1,1,1.0,4,7,5,Business or Work,0.01,0.01,0.9800000000000001,0.0
North America,14-27 days,1000-5000 GBP,1,0,1.0,4,7,1,Business or Work,0.24813852813852813,0.0,0.7518614718614718,0.0
Asia,14-27 days,500-1000 GBP,0,1,1.0,5,7,5,VFF,0.0,0.1,0.35,0.55
North America,1-3 days,500-1000 GBP,1,0,1.0,5,2,7,VFF,0.02,0.0,0.95,0.03
North America,4-13 days,500-1000 GBP,2,0,1.0,8,2,2,VFF,0.0,0.0,0.85,0.15
UK,4-13 days,1000-5000 GBP,2,0,1.0,8,2,6,VFF,0.0,0.0,0.16666666666666666,0.8333333333333334
Asia,1-3 days,250-500 GBP,0,0,1.0,6,2,1,VFF,0.0,0.0,0.25,0.75
UK,4-13 days,500-1000 GBP,0,0,1.0,5,2,3,VFF,0.0,0.0,0.25666666666666665,0.7433333333333332
EU,1-3 days,0-250 GBP,0,0,1.0,4,2,7,VFF,0.00885492768496092,0.0,0.17094166807594754,0.8202034042390915
North America,4-13 days,1000-5000 GBP,1,0,1.0,7,2,5,Holiday,0.06,0.02,0.9099999999999999,0.01
UK,14-27 days,500-1000 GBP,0,0,1.0,7,2,1,VFF,0.0,0.0,0.0,1.0
Asia,14-27 days,1000-5000 GBP,1,0,1.0,7,2,1,Holiday,0.0,0.0,0.5666666666666667,0.4333333333333333
Africa,3-6 months,1000-5000 GBP,0,0,1.0,7,2,7,VFF,0.1,0.0,0.19,0.71
UK,4-13 days,0-250 GBP,0,0,1.0,7,5,3,VFF,0.0,0.0,0.11666666666666665,0.8833333333333334
Asia,14-27 days,500-1000 GBP,0,0,1.0,6,5,1,VFF,0.0,0.0,0.4,0.6
UK,14-27 days,1000-5000 GBP,0,0,1.0,4,5,7,VFF,0.0,0.0,0.0,1.0
Asia,4-13 days,1000-5000 GBP,1,0,1.0,5,5,7,Business or Work,1.0,0.0,0.0,0.0
Asia,4-13 days,1000-5000 GBP,0,0,1.0,7,7,4,VFF,0.02222222222222222,0.0,0.0,0.9777777777777779
EU,4-13 days,500-1000 GBP,1,0,1.0,5,7,4,Business or Work,0.5025000000000001,0.0,0.49749999999999994,0.0
EU,4-13 days,0-250 GBP,1,0,1.0,2,7,1,Holiday,0.1,0.3,0.4,0.2
North America,4-13 days,250-500 GBP,1,0,1.0,2,7,1,Education and Other,0.1,0.1,0.8,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,2,7,3,VFF,0.0,0.0,0.14107142857142857,0.8589285714285715
UK,4-13 days,500-1000 GBP,1,0,1.0,6,7,4,VFF,0.5,0.0,0.0,0.5
EU,1-3 days,0-250 GBP,1,0,1.0,4,7,6,Business or Work,0.499055330634278,0.20989203778677462,0.19688708951866846,0.0941655420602789
EU,4-13 days,250-500 GBP,1,0,1.0,6,7,1,Holiday,0.26833333333333337,0.0,0.37261904761904757,0.35904761904761906
EU,4-13 days,250-500 GBP,0,0,1.0,7,7,3,VFF,0.0,0.0,0.17803571428571424,0.8219642857142857
EU,4-13 days,0-250 GBP,0,0,1.0,4,7,2,VFF,0.0,0.1957936507936508,0.0,0.8042063492063491
EU,4-13 days,250-500 GBP,1,0,1.0,4,7,1,Holiday,0.20523809523809522,0.0,0.7947619047619048,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,2,7,4,VFF,0.0,0.0,0.22303546567848626,0.7769645343215137
EU,4-13 days,1000-5000 GBP,1,0,1.0,4,7,6,Business or Work,0.25,0.2,0.2833333333333333,0.26666666666666666
EU,4-13 days,0-250 GBP,1,0,1.0,4,7,4,Holiday,0.6360642135642136,0.0,0.36393578643578645,0.0
North America,4-13 days,500-1000 GBP,1,0,1.0,7,7,1,Business or Work,0.33833333333333326,0.0,0.6616666666666666,0.0
EU,4-13 days,500-1000 GBP,1,0,1.0,4,7,1,Holiday,0.7266666666666667,0.0,0.2733333333333333,0.0
EU,1-3 days,250-500 GBP,0,0,1.0,3,7,5,VFF,0.02,0.2,0.78,0.0
EU,1-3 days,0-250 GBP,1,0,1.0,4,7,5,Holiday,0.24737789987789985,0.0,0.6057295482295482,0.1468925518925519
Non-EU Europe,1-3 days,250-500 GBP,1,0,1.0,8,1,6,VFF,0.0,0.08333333333333334,0.45095238095238094,0.46571428571428564
UK,1-3 days,250-500 GBP,1,0,1.0,4,1,7,VFF,0.0,0.0,0.5538095238095238,0.4461904761904762
UK,,0-250 GBP,0,0,1.0,5,1,1,VFF,0.0,0.0,0.14177350427350427,0.8582264957264958
EU,1-3 days,250-500 GBP,1,0,1.0,4,1,7,Holiday,0.04467126029032179,0.00538899430740038,0.8264404928610268,0.12349925254125083
EU,1-3 days,0-250 GBP,0,0,1.0,4,1,7,Holiday,0.012038983293127881,0.011003654714730937,0.23303078716870917,0.7439265748234319
UK,1-3 days,0-250 GBP,0,0,1.0,4,1,6,VFF,0.059584128377791715,0.019047660566202766,0.06022149253918335,0.8611467185168221
EU,,250-500 GBP,1,0,1.0,6,1,1,Holiday,0.05587412587412588,0.0,0.8465540015540016,0.09757187257187257
UK,,250-500 GBP,1,0,1.0,4,1,1,Holiday,0.0,0.0,0.8,0.2
EU,1-3 days,0-250 GBP,0,0,1.0,4,1,7,VFF,0.012038983293127881,0.011003654714730937,0.23303078716870917,0.7439265748234319
EU,1-3 months,1000-5000 GBP,1,0,1.0,2,1,7,Business or Work,0.0,0.5,0.3183333333333333,0.18166666666666664
UK,,0-250 GBP,0,0,1.0,7,1,1,Holiday,0.0,0.0,0.11666666666666665,0.8833333333333332
EU,1-3 days,250-500 GBP,1,0,1.0,5,1,7,Holiday,0.07275514303295716,0.009572606953702508,0.7129334624468978,0.2047387875664425
EU,4-13 days,0-250 GBP,0,0,1.0,2,1,2,Holiday,0.0,0.1510858585858586,0.0802020202020202,0.7687121212121212
EU,,0-250 GBP,1,0,1.0,5,1,1,Holiday,0.1893286972897168,0.0,0.596278524074626,0.2143927786356572
EU,1-3 days,0-250 GBP,1,0,1.0,2,1,7,Holiday,0.0,0.0,0.8419233932498991,0.15807660675010088
EU,4-13 days,0-250 GBP,0,0,1.0,2,1,5,VFF,0.019568724041340673,0.0,0.11085889634368336,0.869572379614976
UK,4-13 days,250-500 GBP,0,0,1.0,4,1,7,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,0-250 GBP,0,0,1.0,2,1,6,VFF,0.0,0.030742398556771855,0.1981363093865449,0.7711212920566831
EU,1-3 days,250-500 GBP,1,0,1.0,5,1,6,Holiday,0.13449202364973212,0.0,0.6470352912953093,0.21847268505495848
EU,1-3 days,1000-5000 GBP,1,0,1.0,6,1,7,Holiday,0.5284337884337884,0.0,0.4715662115662115,0.0
UK,1-3 days,250-500 GBP,0,0,1.0,2,1,7,VFF,0.0,0.0,0.1,0.9
EU,1-3 days,0-250 GBP,1,0,1.0,4,4,2,Business or Work,0.44168678543678547,0.0,0.5583132145632146,0.0
North America,4-13 days,500-1000 GBP,1,0,1.0,6,4,5,Holiday,0.6433333333333333,0.0,0.35666666666666663,0.0
EU,1-3 days,250-500 GBP,1,0,1.0,6,4,2,Business or Work,0.7225636894703109,0.0,0.21815910207506128,0.05927720845462779
EU,4-13 days,250-500 GBP,0,0,1.0,4,4,1,VFF,0.10925907425907425,0.0,0.3489652014652015,0.5417757242757242
EU,4-13 days,250-500 GBP,1,0,1.0,7,4,1,Holiday,0.0,0.0,0.825,0.175
EU,1-3 days,0-250 GBP,0,0,1.0,5,4,2,VFF,0.15665174211977279,0.0,0.130893789927038,0.7124544679531893
EU,1-3 days,250-500 GBP,1,0,1.0,4,4,3,Business or Work,0.8997696964232746,0.02723129983931148,0.07299900373741387,0.0
North America,4-13 days,0-250 GBP,0,0,1.0,5,4,4,VFF,0.0,0.0,0.0,1.0
EU,,250-500 GBP,1,0,1.0,6,4,4,Business or Work,0.8632033261134782,0.0,0.10096137398898812,0.03583529989753369
EU,1-3 months,1000-5000 GBP,1,1,1.0,4,4,5,VFF,0.2,0.2,0.4,0.2
UK,1-3 days,0-250 GBP,0,0,1.0,6,4,2,VFF,0.175,0.0,0.05178571428571428,0.7732142857142856
EU,1-3 days,500-1000 GBP,1,0,1.0,6,4,3,Business or Work,0.9207013617804101,0.0,0.0,0.07929863821958989
EU,1-3 days,250-500 GBP,1,0,1.0,5,4,3,Holiday,0.9153675625531023,0.0,0.08463243744689795,0.0
North America,1-3 days,0-250 GBP,0,0,1.0,4,4,3,VFF,0.0,0.0,1.0,0.0
North America,1-3 days,0-250 GBP,0,0,1.0,4,4,2,Holiday,0.4,0.0,0.6,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,7,4,5,VFF,0.07209394533765243,0.0,0.08137689463137034,0.8465291600309772
EU,1-3 days,0-250 GBP,0,0,1.0,2,4,3,VFF,0.0,0.0,0.24011904761904762,0.7598809523809524
EU,1-3 days,250-500 GBP,2,0,1.0,4,4,3,Holiday,0.5133333333333334,0.0,0.48666666666666664,0.0
EU,,0-250 GBP,2,0,1.0,6,4,4,Holiday,0.1940677966101695,0.0,0.10338983050847457,0.702542372881356
EU,,250-500 GBP,1,0,1.0,5,4,4,Holiday,0.9002036622704568,0.0,0.08204860131103213,0.017747736418511066
EU,,0-250 GBP,1,0,1.0,2,4,4,Holiday,0.19369769119769117,0.1952886002886003,0.6110137085137085,0.0
EU,,250-500 GBP,1,0,1.0,6,4,4,Holiday,0.8632033261134782,0.0,0.10096137398898812,0.03583529989753369
UK,4-13 days,0-250 GBP,0,0,1.0,8,4,1,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,0,0,1.0,8,4,1,VFF,0.0,0.0,0.0,1.0
EU,,0-250 GBP,1,0,1.0,2,4,4,Holiday,0.19369769119769117,0.1952886002886003,0.6110137085137085,0.0
EU,,250-500 GBP,0,0,1.0,4,4,4,Holiday,0.976923076923077,0.0,0.023076923076923078,0.0
EU,,250-500 GBP,0,0,1.0,4,4,4,Holiday,0.976923076923077,0.0,0.023076923076923078,0.0
North America,1-3 days,0-250 GBP,1,0,1.0,6,4,3,Holiday,0.662878787878788,0.13707070707070707,0.2000505050505051,0.0
EU,,0-250 GBP,2,0,1.0,4,4,4,Holiday,0.40476190476190477,0.0,0.5952380952380952,0.0
EU,,0-250 GBP,2,0,1.0,4,4,4,Holiday,0.40476190476190477,0.0,0.5952380952380952,0.0
EU,,250-500 GBP,1,0,1.0,6,4,4,VFF,0.8632033261134782,0.0,0.10096137398898812,0.03583529989753369
EU,,0-250 GBP,1,0,1.0,7,4,4,Holiday,0.7809209508961181,0.020066432948939065,0.14172443691172254,0.05728817924322031
North America,4-13 days,500-1000 GBP,1,1,1.0,7,2,6,VFF,0.13809523809523808,0.0,0.7541666666666667,0.10773809523809523
EU,1-3 days,250-500 GBP,1,0,1.0,6,2,7,Holiday,0.015796603157966525,0.057024258502203454,0.8391982790488743,0.08798085929095559
EU,1-3 days,0-250 GBP,0,0,1.0,2,2,7,VFF,0.0,0.010236415235298373,0.1665814633078535,0.8231821214568482
EU,1-3 days,0-250 GBP,0,0,1.0,4,2,7,VFF,0.00885492768496092,0.0,0.17094166807594754,0.8202034042390915
EU,1-3 days,0-250 GBP,0,0,1.0,6,1,6,VFF,0.08283790435870779,0.0,0.15877498574772606,0.758387109893566
EU,1-3 days,250-500 GBP,0,0,1.0,4,1,7,Holiday,0.017373714458560195,0.0,0.6467732872444878,0.3358529982969519
Asia,4-13 days,500-1000 GBP,0,0,1.0,7,1,5,VFF,0.0,0.0,0.095,0.905
EU,1-3 days,0-250 GBP,1,0,1.0,2,1,7,Holiday,0.0,0.0,0.8419233932498991,0.15807660675010088
EU,1-3 days,0-250 GBP,0,0,1.0,4,1,6,VFF,0.016291047096097282,0.0,0.16031125092960968,0.8233977019742931
EU,1-3 days,0-250 GBP,0,0,1.0,2,1,6,VFF,0.0,0.030742398556771855,0.1981363093865449,0.7711212920566831
EU,1-3 days,250-500 GBP,1,0,1.0,4,1,7,Holiday,0.04467126029032179,0.00538899430740038,0.8264404928610268,0.12349925254125083
EU,1-3 days,0-250 GBP,0,0,1.0,4,1,6,VFF,0.016291047096097282,0.0,0.16031125092960968,0.8233977019742931
EU,4-13 days,500-1000 GBP,1,0,1.0,6,1,2,VFF,0.16666666666666669,0.0,0.6416666666666666,0.19166666666666665
EU,4-13 days,250-500 GBP,0,0,1.0,5,1,2,Holiday,0.0,0.09570159802357944,0.0,0.9042984019764205
EU,4-13 days,0-250 GBP,0,0,1.0,7,1,3,VFF,0.23425324675324677,0.0,0.0,0.7657467532467532
EU,,0-250 GBP,0,0,1.0,4,1,1,Holiday,0.052715180516651104,0.0,0.2962356442577031,0.6510491752256458
UK,1-3 months,250-500 GBP,0,0,1.0,4,1,2,VFF,0.1,0.0,0.0,0.9
EU,4-13 days,250-500 GBP,1,0,1.0,4,1,5,VFF,0.1686475333493775,0.0,0.6852606221047466,0.14609184454587607
EU,1-3 days,0-250 GBP,1,0,1.0,7,5,3,Holiday,0.5734920634920634,0.0,0.30527777777777776,0.12123015873015872
North America,14-27 days,250-500 GBP,0,0,1.0,8,7,1,VFF,0.0,0.0,0.0,1.0
North America,14-27 days,1000-5000 GBP,2,0,1.0,8,7,1,Holiday,0.03968253968253968,0.0,0.8603174603174603,0.1
North America,4-13 days,500-1000 GBP,0,0,1.0,4,7,6,VFF,0.2,0.0,0.0,0.8
EU,1-3 days,250-500 GBP,0,0,1.0,4,7,6,VFF,0.07166666666666666,0.0,0.29000000000000004,0.6383333333333334
North America,4-13 days,1000-5000 GBP,1,0,1.0,4,7,1,Holiday,0.7262301587301587,0.0,0.2737698412698412,0.0
North America,4-13 days,1000-5000 GBP,0,0,1.0,4,7,1,VFF,0.0,0.0,0.5433333333333333,0.45666666666666667
North America,14-27 days,1000-5000 GBP,0,0,1.0,7,7,1,VFF,0.0,0.0,0.9,0.1
North America,14-27 days,1000-5000 GBP,1,0,1.0,7,7,1,Holiday,0.16337662337662337,0.0,0.7546356421356422,0.08198773448773447
UK,4-13 days,0-250 GBP,0,0,1.0,6,7,1,VFF,0.0,0.12511153449233944,0.1401317774073192,0.7347566881003413
North America,4-13 days,1000-5000 GBP,1,0,1.0,6,7,1,Holiday,0.5537667887667888,0.0,0.35186050061050056,0.09437271062271062
EU,1-3 days,0-250 GBP,0,0,1.0,5,7,6,Holiday,0.23186108989050166,0.0,0.1593859392241745,0.6087529708853239
Non-EU Europe,4-13 days,500-1000 GBP,1,0,1.0,5,7,4,Holiday,0.6109722222222222,0.0,0.3890277777777778,0.0
Non-EU Europe,4-13 days,1000-5000 GBP,1,0,1.0,6,7,3,Holiday,0.4709523809523809,0.0,0.4861904761904762,0.04285714285714286
North America,4-13 days,1000-5000 GBP,0,0,1.0,6,7,3,VFF,0.0,0.0,1.0,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,8,1,2,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,250-500 GBP,1,0,1.0,5,1,7,Business or Work,0.07275514303295716,0.009572606953702508,0.7129334624468978,0.2047387875664425
EU,4-13 days,0-250 GBP,0,0,1.0,4,1,3,VFF,0.20833333333333334,0.0,0.11833333333333333,0.6733333333333333
UK,4-13 days,1000-5000 GBP,0,0,1.0,4,1,4,Holiday,0.0,0.0,0.47833333333333333,0.5216666666666667
EU,4-13 days,1000-5000 GBP,1,0,1.0,5,1,5,Holiday,0.6066666666666667,0.0,0.39333333333333337,0.0
EU,4-13 days,250-500 GBP,1,0,1.0,6,1,5,Holiday,0.2555434039644565,0.08712406015037594,0.5263374344953292,0.13099510138983822
EU,1-3 days,0-250 GBP,1,0,1.0,4,1,6,Holiday,0.20466520660456586,0.0,0.7453916664740464,0.04994312692138779
EU,4-13 days,0-250 GBP,0,0,1.0,4,1,5,VFF,0.018651748827577825,0.021606723172020715,0.1896781933987962,0.7700633346016053
EU,4-13 days,0-250 GBP,0,0,1.0,7,2,7,Holiday,0.0,0.0,0.2144047619047619,0.785595238095238
EU,1-3 days,0-250 GBP,0,0,1.0,2,2,1,Holiday,0.0,0.03195497146115587,0.23465509003739887,0.7333899385014453
EU,4-13 days,500-1000 GBP,1,0,1.0,5,2,6,Holiday,0.06615384615384615,0.0,0.8665567765567765,0.0672893772893773
UK,1-3 days,250-500 GBP,0,0,1.0,7,2,1,VFF,0.31277777777777777,0.0,0.0,0.6872222222222222
EU,1-3 days,0-250 GBP,0,0,1.0,5,2,7,Holiday,0.014151457554696151,0.0,0.20233881408545545,0.7835097283598484
Asia,4-13 days,1000-5000 GBP,1,0,1.0,4,2,3,Business or Work,0.1,0.0,0.85,0.05
UK,4-13 days,1000-5000 GBP,0,0,1.0,5,2,6,VFF,0.0,0.0,0.14345238095238094,0.856547619047619
EU,4-13 days,0-250 GBP,0,0,1.0,5,2,6,VFF,0.0,0.0,0.2880324672551563,0.7119675327448436
UK,1-3 days,0-250 GBP,0,0,1.0,7,2,7,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,250-500 GBP,0,0,1.0,4,2,3,VFF,0.06256455217132967,0.0,0.23817070139892857,0.6992647464297417
EU,1-3 days,500-1000 GBP,1,0,1.0,7,2,7,Holiday,0.07999582289055973,0.0,0.7289557226399331,0.19104845446950708
EU,4-13 days,0-250 GBP,0,0,1.0,5,2,6,VFF,0.0,0.0,0.2880324672551563,0.7119675327448436
EU,4-13 days,0-250 GBP,1,0,1.0,4,2,6,Holiday,0.1181657575310826,0.0,0.6369026733500418,0.2449315691188756
Asia,4-13 days,0-250 GBP,0,0,1.0,5,2,5,VFF,0.0,0.0,0.3685185185185185,0.6314814814814815
EU,4-13 days,1000-5000 GBP,1,0,1.0,5,2,5,Holiday,0.43273809523809526,0.014285714285714285,0.3067857142857143,0.24619047619047615
North America,1-3 days,250-500 GBP,1,0,1.0,7,2,7,Holiday,0.05,0.0,0.9,0.05
EU,1-3 days,250-500 GBP,1,0,1.0,4,2,7,Holiday,0.03641615638116411,0.0,0.774431760468916,0.1891520831499199
EU,1-3 days,0-250 GBP,1,0,1.0,4,2,1,Holiday,0.06530116050997056,0.044221967963386725,0.6856406776357308,0.20483619389091187
EU,4-13 days,0-250 GBP,0,0,1.0,5,2,6,VFF,0.0,0.0,0.2880324672551563,0.7119675327448436
EU,1-3 days,250-500 GBP,0,0,1.0,6,2,7,VFF,0.019415593484018476,0.0255400928411198,0.6218706766107772,0.3331736370640845
EU,1-3 days,500-1000 GBP,1,0,1.0,5,7,5,Business or Work,0.6846672934908229,0.0,0.3153327065091771,0.0
North America,1-3 days,0-250 GBP,0,0,1.0,2,7,6,Holiday,0.05,0.0,0.5714285714285714,0.37857142857142856
"Australia, NZ and Oceania",1-3 days,500-1000 GBP,2,0,1.0,5,7,5,VFF,0.0,0.03333333333333333,0.9166666666666666,0.05
"Australia, NZ and Oceania",14-27 days,500-1000 GBP,0,0,1.0,6,7,1,VFF,0.0,0.1,0.0,0.9
EU,4-13 days,1000-5000 GBP,1,0,1.0,4,7,2,Business or Work,0.4076190476190476,0.0,0.5923809523809522,0.0
EU,1-3 days,500-1000 GBP,0,0,1.0,7,7,5,Business or Work,0.365,0.0,0.0,0.635
EU,4-13 days,500-1000 GBP,0,0,1.0,7,3,4,VFF,0.0,0.0,0.4166666666666667,0.5833333333333333
Asia,4-13 days,1000-5000 GBP,1,0,1.0,2,3,1,Holiday,0.11666666666666665,0.0,0.1,0.7833333333333334
UK,4-13 days,0-250 GBP,0,0,1.0,5,3,5,VFF,0.07400793650793651,0.0,0.0,0.9259920634920634
EU,4-13 days,0-250 GBP,0,0,1.0,7,3,6,VFF,0.0,0.0,0.11404686556221082,0.8859531344377892
Asia,4-13 days,500-1000 GBP,0,0,1.0,5,3,5,VFF,0.0,0.0,0.4466666666666666,0.5533333333333335
UK,4-13 days,1000-5000 GBP,1,0,1.0,6,3,5,VFF,0.0,0.0,0.5666666666666667,0.4333333333333333
UK,14-27 days,1000-5000 GBP,0,0,1.0,5,3,3,Holiday,0.0,0.0,0.12307692307692308,0.876923076923077
Asia,14-27 days,500-1000 GBP,0,0,1.0,5,3,4,Business or Work,0.0,0.0,0.3,0.7
North America,4-13 days,1000-5000 GBP,0,0,1.0,8,7,5,VFF,0.0,0.0,0.1,0.9
EU,4-13 days,250-500 GBP,1,0,1.0,8,7,4,Holiday,0.0,0.0,0.2,0.8
North America,4-13 days,500-1000 GBP,1,0,1.0,4,7,3,Holiday,0.23095238095238094,0.0,0.7690476190476191,0.0
North America,4-13 days,500-1000 GBP,1,1,1.0,8,7,1,Holiday,0.5466666666666666,0.0,0.4533333333333333,0.0
EU,4-13 days,250-500 GBP,2,0,1.0,6,7,1,VFF,0.0,0.0,1.0,0.0
EU,4-13 days,500-1000 GBP,1,0,1.0,7,7,4,Holiday,0.3382142857142857,0.37373015873015875,0.2880555555555555,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,5,7,2,VFF,0.0,0.0,0.014285714285714285,0.9857142857142858
South America,4-13 days,0-250 GBP,2,0,1.0,5,7,4,Holiday,0.1,0.0,0.6,0.3
